hijau muda, oranye, ungu, 
0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 
201.005, 386.805, 205.005, 591.805, 339.405, 388.805, 
203.005, 390.905, 205.705, 597.905, 342.305, 392.905, 
203.305, 390.605, 206.505, 597.905, 342.205, 392.605, 
202.705, 389.705, 207.105, 596.405, 341.405, 391.705, 
202.405, 389.205, 206.705, 595.605, 342.105, 391.205, 
202.205, 388.905, 205.305, 595.105, 341.805, 390.905, 
202.105, 388.705, 205.205, 593.605, 341.605, 390.705, 
202.005, 388.505, 205.205, 592.305, 340.305, 390.405, 
201.905, 387.305, 205.205, 591.105, 340.205, 389.205, 
201.905, 386.105, 205.205, 591.005, 340.105, 388.005, 
201.805, 386.005, 205.205, 590.905, 340.105, 387.905, 
201.705, 385.905, 205.205, 589.805, 340.105, 386.805, 
200.705, 385.805, 205.205, 589.705, 340.105, 386.705, 
200.705, 385.705, 205.205, 588.705, 340.105, 385.605, 
200.705, 384.705, 205.205, 588.705, 340.105, 384.605, 
200.705, 384.705, 205.205, 588.705, 340.105, 384.705, 
200.705, 384.705, 205.205, 588.705, 340.105, 384.705, 
200.705, 384.705, 205.205, 588.705, 340.105, 384.705, 
200.805, 384.705, 205.205, 588.705, 340.105, 384.705, 
200.905, 384.705, 205.205, 588.705, 340.105, 384.705, 
202.105, 384.705, 205.305, 588.705, 340.205, 384.705, 
203.305, 384.705, 206.405, 588.705, 341.405, 384.705, 
204.405, 384.705, 207.505, 588.805, 342.505, 384.705, 
205.505, 384.705, 207.505, 588.905, 343.605, 384.705, 
206.605, 384.705, 208.505, 588.905, 344.705, 384.705, 
207.805, 384.705, 209.505, 588.905, 346.905, 384.705, 
210.105, 384.705, 209.505, 588.905, 349.105, 384.705, 
212.305, 384.705, 210.505, 588.905, 351.305, 384.705, 
214.505, 384.705, 211.505, 588.905, 353.405, 384.705, 
216.705, 384.705, 212.605, 588.905, 355.605, 384.705, 
220.105, 384.705, 213.705, 588.805, 358.905, 384.705, 
223.305, 384.705, 215.905, 588.705, 362.205, 384.705, 
227.605, 384.705, 218.105, 587.705, 365.405, 383.705, 
230.805, 384.705, 220.305, 586.705, 368.605, 383.805, 
235.005, 384.705, 222.405, 586.705, 372.905, 383.905, 
239.205, 383.605, 224.505, 585.705, 376.005, 384.005, 
242.205, 382.605, 225.505, 584.705, 379.005, 385.205, 
245.105, 380.305, 225.105, 582.405, 382.005, 386.405, 
246.905, 378.005, 223.505, 580.105, 383.805, 387.605, 
247.605, 375.705, 219.805, 576.605, 384.405, 388.705, 
248.305, 372.405, 216.205, 573.205, 385.105, 389.805, 
249.005, 370.205, 211.505, 568.705, 384.705, 390.805, 
249.805, 367.005, 205.705, 564.305, 384.305, 391.805, 
250.605, 364.905, 198.905, 558.805, 384.005, 392.905, 
251.505, 361.805, 191.005, 553.305, 383.805, 393.905, 
252.405, 358.705, 182.205, 546.705, 383.605, 394.805, 
253.205, 355.605, 173.405, 539.005, 382.305, 395.705, 
253.005, 351.305, 163.605, 529.105, 381.105, 395.605, 
253.905, 347.005, 153.905, 518.305, 379.905, 395.605, 
253.805, 342.705, 144.505, 507.605, 378.705, 395.505, 
253.705, 337.405, 135.205, 497.005, 376.405, 395.405, 
254.705, 333.305, 127.305, 485.405, 375.205, 395.305, 
254.705, 329.205, 121.605, 475.105, 373.005, 395.205, 
255.705, 325.205, 117.005, 464.905, 370.805, 394.005, 
255.705, 322.405, 112.405, 457.105, 369.705, 393.905, 
255.705, 320.705, 109.005, 450.505, 367.705, 393.805, 
256.705, 319.105, 106.705, 446.205, 366.805, 392.605, 
256.605, 318.505, 105.505, 443.105, 365.905, 391.605, 
255.305, 319.005, 105.305, 442.305, 365.005, 390.605, 
254.005, 319.405, 107.205, 444.705, 364.105, 390.705, 
252.805, 320.905, 109.105, 449.305, 363.205, 390.705, 
250.505, 322.505, 112.005, 454.905, 363.405, 390.705, 
249.305, 323.905, 115.805, 462.605, 363.505, 390.705, 
245.905, 327.605, 123.105, 477.005, 362.505, 390.705, 
242.605, 332.305, 130.305, 491.105, 361.505, 390.705, 
239.305, 336.805, 138.405, 505.805, 360.505, 390.705, 
236.105, 340.105, 147.405, 519.005, 359.505, 390.705, 
232.905, 344.405, 156.205, 530.705, 358.505, 389.705, 
229.805, 347.605, 164.905, 541.005, 357.405, 388.705, 
226.705, 350.605, 173.505, 549.905, 356.205, 388.705, 
223.505, 352.605, 181.905, 556.505, 354.005, 387.705, 
219.205, 354.505, 190.105, 561.905, 351.705, 386.705, 
215.005, 357.505, 197.005, 566.205, 348.405, 386.705, 
210.805, 359.505, 202.705, 569.505, 345.105, 386.705, 
205.505, 362.505, 206.205, 571.805, 341.905, 385.705, 
200.205, 365.605, 208.605, 574.305, 337.605, 384.705, 
195.005, 368.805, 209.805, 578.005, 334.405, 384.705, 
189.805, 373.105, 208.705, 581.705, 330.105, 384.705, 
184.705, 377.305, 206.605, 584.305, 325.905, 383.705, 
179.705, 379.105, 203.705, 585.705, 321.705, 382.705, 
175.705, 380.805, 200.905, 586.005, 317.605, 381.705, 
170.705, 381.405, 197.105, 585.305, 313.505, 380.705, 
165.705, 382.105, 193.505, 584.805, 309.405, 380.705, 
161.705, 381.705, 188.805, 584.405, 305.305, 379.705, 
157.805, 381.405, 184.305, 584.105, 301.205, 379.705, 
153.905, 381.105, 181.005, 583.905, 297.105, 379.705, 
150.005, 380.905, 177.805, 583.805, 293.105, 378.705, 
147.205, 380.805, 175.805, 583.705, 289.205, 378.805, 
143.305, 380.705, 173.905, 583.705, 286.405, 378.805, 
139.205, 380.705, 171.805, 583.605, 282.205, 378.805, 
135.305, 380.705, 169.805, 583.605, 278.105, 378.805, 
132.505, 380.705, 167.905, 583.605, 275.305, 378.705, 
130.805, 381.705, 166.005, 583.605, 272.505, 377.705, 
130.205, 382.705, 165.205, 583.605, 270.905, 376.705, 
129.705, 382.705, 164.405, 584.605, 270.305, 375.605, 
130.205, 382.705, 164.805, 584.605, 269.805, 374.405, 
130.705, 382.705, 165.105, 584.605, 270.305, 372.105, 
132.105, 382.705, 166.405, 584.605, 270.805, 369.905, 
133.405, 382.705, 167.705, 585.605, 271.105, 366.605, 
133.605, 382.705, 168.905, 585.505, 272.405, 363.305, 
133.805, 382.705, 170.105, 585.505, 272.605, 360.105, 
135.105, 382.705, 171.305, 585.505, 273.905, 356.905, 
137.405, 382.705, 172.405, 585.505, 275.105, 353.805, 
138.605, 382.705, 173.505, 585.505, 276.305, 350.605, 
139.805, 382.705, 174.605, 585.505, 277.405, 346.305, 
142.005, 382.705, 175.805, 585.505, 278.505, 342.005, 
144.205, 382.505, 179.205, 585.305, 278.505, 336.605, 
145.205, 382.305, 181.405, 584.005, 278.505, 332.405, 
